NEIG_TRESH,NEIG_DIST,timestep,sum_breeding
1,26,144,302
1,26,145,319
1,26,146,317
1,26,147,336
1,26,148,316
1,26,149,305
1,26,150,302
1,26,151,317
1,26,152,323
1,26,153,309
1,26,154,295
1,26,155,306
1,26,156,312
1,26,157,333
1,26,158,325
1,26,159,318
1,26,160,308
1,26,161,300
1,26,162,311
1,26,163,309
1,26,164,312
1,26,165,307
1,26,166,315
1,26,167,328
1,26,168,324
1,26,169,309
1,26,170,305
1,26,171,302
1,26,172,319
1,26,173,317
1,26,174,336
1,26,175,316
1,26,176,305
1,26,177,302
1,26,178,317
1,26,179,323
1,26,180,309
1,26,181,295
1,26,182,306
1,26,183,312
1,26,184,333
1,26,185,325
1,26,186,318
1,26,187,308
1,26,188,300
1,26,189,311
1,26,190,309
1,26,191,312
1,26,192,307
1,26,193,315
1,26,194,328
1,26,195,324
1,26,196,309
1,26,197,305
1,26,198,302
1,26,199,319
1,26,200,317
1,26,201,336
1,26,202,316
1,26,203,305
1,26,204,302
1,26,205,317
1,26,206,323
1,26,207,309
1,26,208,295
1,26,209,306
1,26,210,312
1,26,211,333
1,26,212,325
1,26,213,318
1,26,214,308
1,26,215,300
1,26,216,311
1,26,217,309
1,26,218,312
1,26,219,307
1,26,220,315
1,26,221,328
1,26,222,324
1,26,223,309
1,26,224,305
1,26,225,302
1,26,226,319
1,26,227,317
1,26,228,336
1,26,229,316
1,26,230,305
1,26,231,302
1,26,232,317
1,26,233,323
1,26,234,309
1,26,235,295
1,26,236,306
1,26,237,312
1,26,238,333
1,26,239,325
6,1,0,286
6,1,1,279
6,1,2,308
6,1,3,311
6,1,4,320
6,1,5,306
6,1,6,332
6,1,7,311
6,1,8,312
6,1,9,304
6,1,10,342
6,1,11,346
6,1,12,348
6,1,13,328
6,1,14,330
6,1,15,316
6,1,16,326
6,1,17,315
6,1,18,320
6,1,19,305
6,1,20,309
6,1,21,310
6,1,22,294
6,1,23,310
6,1,24,294
6,1,25,316
6,1,26,285
6,1,27,286
6,1,28,279
6,1,29,308
6,1,30,311
6,1,31,320
6,1,32,306
6,1,33,332
6,1,34,311
6,1,35,312
6,1,36,304
6,1,37,342
6,1,38,346
6,1,39,348
6,1,40,328
6,1,41,330
6,1,42,316
6,1,43,326
6,1,44,315
6,1,45,320
6,1,46,305
6,1,47,309
6,1,48,310
6,1,49,294
6,1,50,310
6,1,51,294
6,1,52,316
6,1,53,285
6,1,54,286
6,1,55,279
6,1,56,308
6,1,57,311
6,1,58,320
6,1,59,306
6,1,60,332
6,1,61,311
6,1,62,312
6,1,63,304
6,1,64,342
6,1,65,346
6,1,66,348
6,1,67,328
6,1,68,330
6,1,69,316
6,1,70,326
6,1,71,315
6,1,72,320
6,1,73,305
6,1,74,309
6,1,75,310
6,1,76,294
6,1,77,310
6,1,78,294
6,1,79,316
6,1,80,285
6,1,81,286
6,1,82,279
6,1,83,308
6,1,84,311
6,1,85,320
6,1,86,306
6,1,87,332
6,1,88,311
6,1,89,312
6,1,90,304
6,1,91,342
6,1,92,346
6,1,93,348
6,1,94,328
6,1,95,330
6,1,96,316
6,1,97,326
6,1,98,315
6,1,99,320
6,1,100,305
6,1,101,309
6,1,102,310
6,1,103,294
6,1,104,310
6,1,105,294
6,1,106,316
6,1,107,285
6,1,108,286
6,1,109,279
6,1,110,308
6,1,111,311
6,1,112,320
6,1,113,306
6,1,114,332
6,1,115,311
6,1,116,312
6,1,117,304
6,1,118,342
6,1,119,346
6,1,120,348
6,1,121,328
6,1,122,330
6,1,123,316
6,1,124,326
6,1,125,315
6,1,126,320
6,1,127,305
6,1,128,309
6,1,129,310
6,1,130,294
6,1,131,310
6,1,132,294
6,1,133,316
6,1,134,285
6,1,135,286
6,1,136,279
6,1,137,308
6,1,138,311
6,1,139,320
6,1,140,306
6,1,141,332
6,1,142,311
6,1,143,312
6,1,144,304
6,1,145,342
6,1,146,346
6,1,147,348
6,1,148,328
6,1,149,330
6,1,150,316
6,1,151,326
6,1,152,315
6,1,153,320
6,1,154,305
6,1,155,309
6,1,156,310
6,1,157,294
6,1,158,310
6,1,159,294
6,1,160,316
6,1,161,285
6,1,162,286
6,1,163,279
6,1,164,308
6,1,165,311
6,1,166,320
6,1,167,306
6,1,168,332
6,1,169,311
6,1,170,312
6,1,171,304
6,1,172,342
6,1,173,346
6,1,174,348
6,1,175,328
6,1,176,330
6,1,177,316
6,1,178,326
6,1,179,315
6,1,180,320
6,1,181,305
6,1,182,309
6,1,183,310
6,1,184,294
6,1,185,310
6,1,186,294
6,1,187,316
6,1,188,285
6,1,189,286
6,1,190,279
6,1,191,308
6,1,192,311
6,1,193,320
6,1,194,306
6,1,195,332
6,1,196,311
6,1,197,312
6,1,198,304
6,1,199,342
6,1,200,346
6,1,201,348
6,1,202,328
6,1,203,330
6,1,204,316
6,1,205,326
6,1,206,315
6,1,207,320
6,1,208,305
6,1,209,309
6,1,210,310
6,1,211,294
6,1,212,310
6,1,213,294
6,1,214,316
6,1,215,285
6,1,216,286
6,1,217,279
6,1,218,308
6,1,219,311
6,1,220,320
6,1,221,306
6,1,222,332
6,1,223,311
6,1,224,312
6,1,225,304
6,1,226,342
6,1,227,346
6,1,228,348
6,1,229,328
6,1,230,330
6,1,231,316
6,1,232,326
6,1,233,315
6,1,234,320
6,1,235,305
6,1,236,309
6,1,237,310
6,1,238,294
6,1,239,310
6,6,0,336
6,6,1,324
6,6,2,292
6,6,3,303
6,6,4,309
6,6,5,327
6,6,6,312
6,6,7,314
6,6,8,320
6,6,9,324
6,6,10,317
6,6,11,317
6,6,12,336
6,6,13,320
6,6,14,316
6,6,15,311
6,6,16,318
6,6,17,334
6,6,18,308
6,6,19,306
6,6,20,269
6,6,21,273
6,6,22,285
6,6,23,320
6,6,24,318
6,6,25,328
6,6,26,326
6,6,27,336
6,6,28,324
6,6,29,292
6,6,30,303
6,6,31,309
6,6,32,327
6,6,33,312
6,6,34,314
6,6,35,320
6,6,36,324
6,6,37,317
6,6,38,317
6,6,39,336
6,6,40,320
6,6,41,316
6,6,42,311
6,6,43,318
6,6,44,334
6,6,45,308
